device,country,topic,category,sub_category,raw_messages,raw_users,raw_conversations,index,date
desktop,840,Marketing Analytics & Attribution,Technology,Internet and Web Services,669,396,468,468,2025-12-02
desktop,840,Marketing Analytics & Audits,Technology,Internet and Web Services,606,385,461,461,2025-12-02
desktop,840,Sales Engagement Platform Integration,Technology,Internet and Web Services,620,393,453,453,2025-12-02
desktop,840,Web Analytics & Conversion Optimization,Technology,Internet and Web Services,659,373,451,451,2025-12-02
desktop,840,User Onboarding Consulting,Technology,Internet and Web Services,537,424,451,451,2025-12-02
desktop,840,MarTech Solutions,Technology,Internet and Web Services,583,366,447,447,2025-12-02
desktop,840,Customer 360 Analytics,Technology,Internet and Web Services,597,383,442,442,2025-12-02
desktop,840,all,Travel & Hospitality,Vehicle Rental Services,5818,2801,3206,3206,2025-12-06
desktop,840,Travel Hacking & Rewards Programs,Travel & Hospitality,Vehicle Rental Services,145,87,92,92,2025-12-06
desktop,840,Multi-day Trip Transportation,Travel & Hospitality,Vehicle Rental Services,128,86,87,87,2025-12-06
desktop,840,Credit Car Buying Service,Travel & Hospitality,Vehicle Rental Services,142,78,80,80,2025-12-06
desktop,840,Loyalty Program Aggregator,Travel & Hospitality,Vehicle Rental Services,115,75,79,79,2025-12-06
desktop,840,Vehicle Savings Plans,Travel & Hospitality,Vehicle Rental Services,122,78,79,79,2025-12-06
desktop,840,City Break Planning,Travel & Hospitality,Vehicle Rental Services,122,77,78,78,2025-12-06
desktop,840,Frequent Flyer Program Tools,Travel & Hospitality,Vehicle Rental Services,122,74,77,77,2025-12-06
desktop,840,Weekend Getaway Guides,Travel & Hospitality,Vehicle Rental Services,110,77,77,77,2025-12-06
desktop,840,Points & Miles Guides,Travel & Hospitality,Vehicle Rental Services,122,71,75,75,2025-12-06
desktop,840,Car Buying Service,Travel & Hospitality,Vehicle Rental Services,132,70,74,74,2025-12-06
desktop,840,Transportation Booking Assistance,Travel & Hospitality,Vehicle Rental Services,112,69,73,73,2025-12-06
desktop,840,Weekend Getaway Planning,Travel & Hospitality,Vehicle Rental Services,116,71,73,73,2025-12-06
desktop,840,Logistics & Shipping Guides,Travel & Hospitality,Vehicle Rental Services,107,69,73,73,2025-12-06
desktop,840,Flight Arrangements,Travel & Hospitality,Vehicle Rental Services,105,66,72,72,2025-12-06
desktop,840,Car Buying & Appraisal,Travel & Hospitality,Vehicle Rental Services,126,68,70,70,2025-12-06
desktop,840,Automotive Cost Guides,Travel & Hospitality,Vehicle Rental Services,108,66,69,69,2025-12-06
desktop,840,Flight Vacations,Travel & Hospitality,Vehicle Rental Services,99,66,69,69,2025-12-06
desktop,840,Multi-Day Itineraries,Travel & Hospitality,Vehicle Rental Services,115,66,68,68,2025-12-06
desktop,840,FIT Travel Planning,Travel & Hospitality,Vehicle Rental Services,100,67,68,68,2025-12-06
desktop,840,Travel Booking Rewards,Travel & Hospitality,Vehicle Rental Services,108,64,67,67,2025-12-06
desktop,840,Multi-City Flights,Travel & Hospitality,Vehicle Rental Services,104,59,67,67,2025-12-06
desktop,840,Multi-destination Travel,Travel & Hospitality,Vehicle Rental Services,96,65,67,67,2025-12-06
desktop,840,Day Trips,Travel & Hospitality,Vehicle Rental Services,97,66,66,66,2025-12-06
desktop,840,Door-to-Airport Delivery,Travel & Hospitality,Vehicle Rental Services,109,62,66,66,2025-12-06
desktop,840,Multi-Day Excursions,Travel & Hospitality,Vehicle Rental Services,108,64,66,66,2025-12-06
desktop,840,B2B Travel Booking Engine,Travel & Hospitality,Vehicle Rental Services,85,63,66,66,2025-12-06
desktop,840,Car Valuation & Purchase,Travel & Hospitality,Vehicle Rental Services,111,62,65,65,2025-12-06
desktop,840,Car Cost Calculators,Travel & Hospitality,Vehicle Rental Services,87,64,65,65,2025-12-06
desktop,840,Miles & Points Programs,Travel & Hospitality,Vehicle Rental Services,107,61,65,65,2025-12-06
desktop,840,all,Retail & Consumer Products,Sporting Goods,14033,5599,6937,6937,2025-12-06
desktop,840,Merchandise Customization Platform,Retail & Consumer Products,Sporting Goods,305,207,223,223,2025-12-06
desktop,840,Mood Board Creator,Retail & Consumer Products,Sporting Goods,257,197,211,211,2025-12-06
desktop,840,Product Image Creation,Retail & Consumer Products,Sporting Goods,244,170,191,191,2025-12-06
desktop,840,E-commerce Content Generation,Retail & Consumer Products,Sporting Goods,213,151,162,162,2025-12-06
desktop,840,Personalized Holiday Gifts,Retail & Consumer Products,Sporting Goods,230,149,155,155,2025-12-06
desktop,840,Customizable Caps,Retail & Consumer Products,Sporting Goods,218,142,152,152,2025-12-06
desktop,840,Personalized Gift Kits,Retail & Consumer Products,Sporting Goods,226,144,150,150,2025-12-06
desktop,840,Giveaway Product Sourcing,Retail & Consumer Products,Sporting Goods,191,144,150,150,2025-12-06
desktop,840,Personalized Word Art,Retail & Consumer Products,Sporting Goods,199,132,148,148,2025-12-06
desktop,840,Custom Bling Apparel,Retail & Consumer Products,Sporting Goods,221,134,148,148,2025-12-06
desktop,840,Personalized Images,Retail & Consumer Products,Sporting Goods,184,137,145,145,2025-12-06
desktop,840,Roleplay Outfits,Retail & Consumer Products,Sporting Goods,211,126,135,135,2025-12-06
desktop,840,Personalized Cake Images,Retail & Consumer Products,Sporting Goods,161,113,129,129,2025-12-06
desktop,840,Custom AI-Generated Apparel,Retail & Consumer Products,Sporting Goods,182,109,124,124,2025-12-06
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Sporting Goods,169,120,124,124,2025-12-06
desktop,840,Styling Products,Retail & Consumer Products,Sporting Goods,182,107,123,123,2025-12-06
desktop,840,Custom Photo & Text Gifts,Retail & Consumer Products,Sporting Goods,185,116,123,123,2025-12-06
desktop,840,Customizable Digital Templates,Retail & Consumer Products,Sporting Goods,144,121,122,122,2025-12-06
desktop,840,Custom Pet Photo Merchandise,Retail & Consumer Products,Sporting Goods,172,109,122,122,2025-12-06
desktop,840,Product Customization Tools,Retail & Consumer Products,Sporting Goods,150,117,121,121,2025-12-06
desktop,840,Etsy SEO Services,Retail & Consumer Products,Sporting Goods,161,110,119,119,2025-12-06
desktop,840,Personalized Gift Boxes,Retail & Consumer Products,Sporting Goods,177,115,118,118,2025-12-06
desktop,840,Branding Tools,Retail & Consumer Products,Sporting Goods,171,110,116,116,2025-12-06
desktop,840,Personalized Illustrations,Retail & Consumer Products,Sporting Goods,148,103,113,113,2025-12-06
desktop,840,Text and Symbol Generator,Retail & Consumer Products,Sporting Goods,131,106,113,113,2025-12-06
desktop,840,Product Imaging Services,Retail & Consumer Products,Sporting Goods,155,95,112,112,2025-12-06
desktop,840,Apparel Photo Editing,Retail & Consumer Products,Sporting Goods,150,99,112,112,2025-12-06
desktop,840,E-commerce Visual Content Creation,Retail & Consumer Products,Sporting Goods,156,96,110,110,2025-12-06
desktop,840,Custom Textile Confection,Retail & Consumer Products,Sporting Goods,160,102,110,110,2025-12-06
desktop,840,all,Technology,Consumer Electronics and Personal Computing,5971,3364,3806,3806,2025-12-04
desktop,840,GPUs,Technology,Consumer Electronics and Personal Computing,196,112,124,124,2025-12-04
desktop,840,GPU Systems,Technology,Consumer Electronics and Personal Computing,197,109,118,118,2025-12-04
desktop,840,Gaming PCs,Technology,Consumer Electronics and Personal Computing,211,108,117,117,2025-12-04
desktop,840,Data Center GPUs,Technology,Consumer Electronics and Personal Computing,184,100,108,108,2025-12-04
desktop,840,High-Performance Windows,Technology,Consumer Electronics and Personal Computing,171,93,104,104,2025-12-04
desktop,840,Gaming Monitors,Technology,Consumer Electronics and Personal Computing,164,95,103,103,2025-12-04
desktop,840,VR Ready PCs,Technology,Consumer Electronics and Personal Computing,191,93,103,103,2025-12-04
desktop,840,Gaming PC Configuration,Technology,Consumer Electronics and Personal Computing,184,93,99,99,2025-12-04
desktop,840,Gaming Mini PCs,Technology,Consumer Electronics and Personal Computing,185,92,99,99,2025-12-04
desktop,840,GPU Workstations,Technology,Consumer Electronics and Personal Computing,158,88,98,98,2025-12-04
desktop,840,Gaming Hardware Recommendations,Technology,Consumer Electronics and Personal Computing,165,91,97,97,2025-12-04
desktop,840,High-Performance PCs,Technology,Consumer Electronics and Personal Computing,175,88,97,97,2025-12-04
desktop,840,Gaming PC Reviews,Technology,Consumer Electronics and Personal Computing,175,87,91,91,2025-12-04
desktop,840,Gaming PCs & Accessories,Technology,Consumer Electronics and Personal Computing,160,85,91,91,2025-12-04
desktop,840,GPU Solutions,Technology,Consumer Electronics and Personal Computing,138,84,88,88,2025-12-04
desktop,840,GPU,Technology,Consumer Electronics and Personal Computing,134,81,88,88,2025-12-04
desktop,840,PC Component Comparisons,Technology,Consumer Electronics and Personal Computing,166,78,88,88,2025-12-04
desktop,840,New Gaming PCs,Technology,Consumer Electronics and Personal Computing,162,84,87,87,2025-12-04
desktop,840,Gaming SSDs,Technology,Consumer Electronics and Personal Computing,148,80,86,86,2025-12-04
desktop,840,Computer Hardware Reviews & Guides,Technology,Consumer Electronics and Personal Computing,145,82,86,86,2025-12-04
desktop,840,PC Parts Price Comparison,Technology,Consumer Electronics and Personal Computing,133,76,84,84,2025-12-04
desktop,840,Computer Hardware Information & Reviews,Technology,Consumer Electronics and Personal Computing,132,74,83,83,2025-12-04
desktop,840,Gaming PC Recommendations,Technology,Consumer Electronics and Personal Computing,166,79,83,83,2025-12-04
desktop,840,Graphics Processors,Technology,Consumer Electronics and Personal Computing,137,76,83,83,2025-12-04
desktop,840,Screen Hardware,Technology,Consumer Electronics and Personal Computing,120,81,83,83,2025-12-04
desktop,840,Hardware Comparisons,Technology,Consumer Electronics and Personal Computing,127,75,82,82,2025-12-04
desktop,840,Custom GPTs,Technology,Consumer Electronics and Personal Computing,88,79,82,82,2025-12-04
desktop,840,AI/GPU Servers,Technology,Consumer Electronics and Personal Computing,128,75,81,81,2025-12-04
desktop,840,HDMI Displays,Technology,Consumer Electronics and Personal Computing,148,75,81,81,2025-12-04
desktop,840,all,Technology,Design and 3D Technology,35947,13377,17799,17799,2025-12-04
desktop,840,Mood Board Creator,Technology,Design and 3D Technology,2032,1250,1395,1395,2025-12-04
desktop,840,Interactive Brochure Creation,Technology,Design and 3D Technology,1489,994,1052,1052,2025-12-04
desktop,840,AI Mockup Generation,Technology,Design and 3D Technology,1408,896,998,998,2025-12-04
desktop,840,Customizable Digital Templates,Technology,Design and 3D Technology,1302,885,938,938,2025-12-04
desktop,840,Product Image Creation,Technology,Design and 3D Technology,1351,770,896,896,2025-12-04
desktop,840,Mockup Generator,Technology,Design and 3D Technology,1193,799,863,863,2025-12-04
desktop,840,Presentation Generation,Technology,Design and 3D Technology,1130,797,848,848,2025-12-04
desktop,840,AI Template Generator,Technology,Design and 3D Technology,1055,713,782,782,2025-12-04
desktop,840,Digital Planners & Templates,Technology,Design and 3D Technology,1111,730,776,776,2025-12-04
desktop,840,Document Preparation Assistance,Technology,Design and 3D Technology,981,733,771,771,2025-12-04
desktop,840,Design Tools & Plugins,Technology,Design and 3D Technology,1045,691,750,750,2025-12-04
desktop,840,Interactive Content Creation Tools,Technology,Design and 3D Technology,1105,670,740,740,2025-12-04
desktop,840,Promotional Video Maker,Technology,Design and 3D Technology,1139,645,723,723,2025-12-04
desktop,840,Personalized Images,Technology,Design and 3D Technology,1038,630,722,722,2025-12-04
desktop,840,Social Media Video Creator,Technology,Design and 3D Technology,1079,613,699,699,2025-12-04
desktop,840,Social Media Graphic Design Tool,Technology,Design and 3D Technology,947,628,677,677,2025-12-04
desktop,840,Personalized Cake Images,Technology,Design and 3D Technology,922,581,668,668,2025-12-04
desktop,840,Marketing Tools & Templates,Technology,Design and 3D Technology,935,618,661,661,2025-12-04
desktop,840,AI Art Prompts,Technology,Design and 3D Technology,980,586,659,659,2025-12-04
desktop,840,Creative Presentation Templates,Technology,Design and 3D Technology,934,619,648,648,2025-12-04
desktop,840,AI Illustration Generation,Technology,Design and 3D Technology,950,553,631,631,2025-12-04
desktop,840,AI Ad Creative Generation,Technology,Design and 3D Technology,901,569,630,630,2025-12-04
desktop,840,Sketch-to-Image AI,Technology,Design and 3D Technology,915,555,625,625,2025-12-04
desktop,840,Product Requirements Document (PRD) Generation,Technology,Design and 3D Technology,829,581,619,619,2025-12-04
desktop,840,Anime Art Generation,Technology,Design and 3D Technology,934,516,605,605,2025-12-04
desktop,840,AI-powered Ad Creative Generation,Technology,Design and 3D Technology,879,538,600,600,2025-12-04
desktop,840,Text-to-Video API,Technology,Design and 3D Technology,905,527,595,595,2025-12-04
desktop,840,Video Generation,Technology,Design and 3D Technology,922,520,592,592,2025-12-04
desktop,840,Sketch Templates,Technology,Design and 3D Technology,829,569,592,592,2025-12-04
desktop,840,all,Travel & Hospitality,Hospitality Management & Support Services,29089,11355,15246,15246,2025-12-04
desktop,840,Klaviyo Consulting,Travel & Hospitality,Hospitality Management & Support Services,1478,869,1034,1034,2025-12-04
desktop,840,Business Formalities Assistance,Travel & Hospitality,Hospitality Management & Support Services,1159,871,933,933,2025-12-04
desktop,840,Multi-channel Outreach Automation,Travel & Hospitality,Hospitality Management & Support Services,1046,668,767,767,2025-12-04
desktop,840,User Onboarding Consulting,Travel & Hospitality,Hospitality Management & Support Services,972,681,757,757,2025-12-04
desktop,840,Account-Based Marketing (ABM) Consulting,Travel & Hospitality,Hospitality Management & Support Services,1022,573,674,674,2025-12-04
desktop,840,Lead Nurturing Consulting,Travel & Hospitality,Hospitality Management & Support Services,940,560,640,640,2025-12-04
desktop,840,Product-Led Growth Consulting,Travel & Hospitality,Hospitality Management & Support Services,854,530,595,595,2025-12-04
desktop,840,Personalized Outreach Automation,Travel & Hospitality,Hospitality Management & Support Services,767,530,591,591,2025-12-04
desktop,840,Account Based Marketing Consulting,Travel & Hospitality,Hospitality Management & Support Services,833,510,575,575,2025-12-04
desktop,840,Go-to-Market (GTM) Intelligence Platform,Travel & Hospitality,Hospitality Management & Support Services,777,515,567,567,2025-12-04
desktop,840,Pipedrive Consulting,Travel & Hospitality,Hospitality Management & Support Services,730,464,555,555,2025-12-04
desktop,840,Customer Communication Automation,Travel & Hospitality,Hospitality Management & Support Services,689,472,532,532,2025-12-04
desktop,840,Custom Planners & Agendas,Travel & Hospitality,Hospitality Management & Support Services,683,505,530,530,2025-12-04
desktop,840,Business Scaling Coaching,Travel & Hospitality,Hospitality Management & Support Services,759,475,525,525,2025-12-04
desktop,840,ChatGPT Consulting,Travel & Hospitality,Hospitality Management & Support Services,639,485,522,522,2025-12-04
desktop,840,B2B Appointment Setting Services,Travel & Hospitality,Hospitality Management & Support Services,677,472,517,517,2025-12-04
desktop,840,Sales Development Representative (SDR) Services,Travel & Hospitality,Hospitality Management & Support Services,671,442,508,508,2025-12-04
desktop,840,Client Communication Management,Travel & Hospitality,Hospitality Management & Support Services,617,472,496,496,2025-12-04
desktop,840,Meeting Scheduling,Travel & Hospitality,Hospitality Management & Support Services,635,448,473,473,2025-12-04
desktop,840,CRM & Pipeline Management,Travel & Hospitality,Hospitality Management & Support Services,632,376,465,465,2025-12-04
desktop,840,Omni-Channel Lead Generation,Travel & Hospitality,Hospitality Management & Support Services,653,409,464,464,2025-12-04
desktop,840,Due Diligence Support,Travel & Hospitality,Hospitality Management & Support Services,540,439,458,458,2025-12-04
desktop,840,Conversational Marketing Services,Travel & Hospitality,Hospitality Management & Support Services,583,423,458,458,2025-12-04
desktop,840,Funnel Strategy Consulting,Travel & Hospitality,Hospitality Management & Support Services,649,413,457,457,2025-12-04
desktop,840,Media Planning & Booking,Travel & Hospitality,Hospitality Management & Support Services,601,423,454,454,2025-12-04
desktop,840,Multi-channel Outreach Software,Travel & Hospitality,Hospitality Management & Support Services,575,371,451,451,2025-12-04
desktop,840,SaaS Product Launch Consulting,Travel & Hospitality,Hospitality Management & Support Services,565,415,451,451,2025-12-04
desktop,840,Team Integration Consulting,Travel & Hospitality,Hospitality Management & Support Services,619,407,447,447,2025-12-04
desktop,840,Workplace Strategy Coaching,Travel & Hospitality,Hospitality Management & Support Services,671,424,445,445,2025-12-04
desktop,840,all,Travel & Hospitality,Specialized Tourism,3682,1977,2210,2210,2025-12-06
desktop,840,Weekend Getaway Guides,Travel & Hospitality,Specialized Tourism,107,71,73,73,2025-12-06
desktop,840,Multi-Day Excursions,Travel & Hospitality,Specialized Tourism,108,65,67,67,2025-12-06
desktop,840,Multi-Day Itineraries,Travel & Hospitality,Specialized Tourism,106,64,66,66,2025-12-06
desktop,840,Business Coaching for Creatives,Travel & Hospitality,Specialized Tourism,74,61,65,65,2025-12-06
desktop,840,City Break Planning,Travel & Hospitality,Specialized Tourism,103,60,61,61,2025-12-06
desktop,840,Day Trips,Travel & Hospitality,Specialized Tourism,92,61,61,61,2025-12-06
desktop,840,Weekend Getaway Planning,Travel & Hospitality,Specialized Tourism,95,58,60,60,2025-12-06
desktop,840,Overnight Trips,Travel & Hospitality,Specialized Tourism,75,56,57,57,2025-12-06
desktop,840,Day Trip Guides,Travel & Hospitality,Specialized Tourism,84,56,57,57,2025-12-06
desktop,840,Local Guides & Itineraries,Travel & Hospitality,Specialized Tourism,91,53,57,57,2025-12-06
desktop,840,Multi-destination Travel,Travel & Hospitality,Specialized Tourism,79,54,56,56,2025-12-06
desktop,840,Day Trips & Excursions,Travel & Hospitality,Specialized Tourism,78,55,56,56,2025-12-06
desktop,840,Multi-day Trips,Travel & Hospitality,Specialized Tourism,88,54,55,55,2025-12-06
desktop,840,Punta Cana Excursions,Travel & Hospitality,Specialized Tourism,105,49,53,53,2025-12-06
desktop,840,Day Trip Packages,Travel & Hospitality,Specialized Tourism,73,51,52,52,2025-12-06
desktop,840,Riviera Maya Tours,Travel & Hospitality,Specialized Tourism,100,45,50,50,2025-12-06
desktop,840,Day Excursions,Travel & Hospitality,Specialized Tourism,76,49,49,49,2025-12-06
desktop,840,Puerto Vallarta Tours,Travel & Hospitality,Specialized Tourism,90,45,48,48,2025-12-06
desktop,840,Excursion Planning,Travel & Hospitality,Specialized Tourism,79,47,48,48,2025-12-06
desktop,840,Shore Excursion Planning,Travel & Hospitality,Specialized Tourism,91,44,46,46,2025-12-06
desktop,840,Destination Experiences,Travel & Hospitality,Specialized Tourism,66,44,46,46,2025-12-06
desktop,840,City & Short Breaks,Travel & Hospitality,Specialized Tourism,68,46,46,46,2025-12-06
desktop,840,Luxury Travel Deals,Travel & Hospitality,Specialized Tourism,72,39,45,45,2025-12-06
desktop,840,Ski Trip Planning,Travel & Hospitality,Specialized Tourism,74,45,45,45,2025-12-06
desktop,840,Tropical Vacation Planning,Travel & Hospitality,Specialized Tourism,84,43,45,45,2025-12-06
desktop,840,Custom Day Trips,Travel & Hospitality,Specialized Tourism,69,44,45,45,2025-12-06
desktop,840,Luxury Adventure Travel Planning,Travel & Hospitality,Specialized Tourism,88,38,44,44,2025-12-06
desktop,840,FIT Travel Planning,Travel & Hospitality,Specialized Tourism,64,43,44,44,2025-12-06
desktop,840,Road Trip Planning & Guides,Travel & Hospitality,Specialized Tourism,60,43,43,43,2025-12-06
desktop,840,all,Travel & Hospitality,all,94370,27545,42815,42815,2025-12-02
desktop,840,all,Retail & Consumer Products,Home Furnishings,20798,9230,11297,11297,2025-12-04
desktop,840,Mood Board Creator,Retail & Consumer Products,Home Furnishings,1116,751,813,813,2025-12-04
desktop,840,Product Image Creation,Retail & Consumer Products,Home Furnishings,733,466,522,522,2025-12-04
desktop,840,Mockup Generator,Retail & Consumer Products,Home Furnishings,640,475,496,496,2025-12-04
desktop,840,Interactive Brochure Creation,Retail & Consumer Products,Home Furnishings,608,471,485,485,2025-12-04
desktop,840,Customizable Digital Templates,Retail & Consumer Products,Home Furnishings,549,431,446,446,2025-12-04
desktop,840,Personalized Cake Images,Retail & Consumer Products,Home Furnishings,562,384,423,423,2025-12-04
desktop,840,AI Mockup Generation,Retail & Consumer Products,Home Furnishings,534,396,418,418,2025-12-04
desktop,840,Personalized Images,Retail & Consumer Products,Home Furnishings,523,362,400,400,2025-12-04
desktop,840,Design Tools & Plugins,Retail & Consumer Products,Home Furnishings,487,370,386,386,2025-12-04
desktop,840,Document Preparation Assistance,Retail & Consumer Products,Home Furnishings,401,350,354,354,2025-12-04
desktop,840,Canva Templates,Retail & Consumer Products,Home Furnishings,468,341,353,353,2025-12-04
desktop,840,Custom Photo to Painting Services,Retail & Consumer Products,Home Furnishings,460,318,352,352,2025-12-04
desktop,840,Wallpaper Tools,Retail & Consumer Products,Home Furnishings,472,321,349,349,2025-12-04
desktop,840,Personalized Word Art,Retail & Consumer Products,Home Furnishings,448,324,347,347,2025-12-04
desktop,840,Digital Backdrops,Retail & Consumer Products,Home Furnishings,438,293,321,321,2025-12-04
desktop,840,Flyer Maker,Retail & Consumer Products,Home Furnishings,393,315,319,319,2025-12-04
desktop,840,Personalized Holiday Decor,Retail & Consumer Products,Home Furnishings,471,300,316,316,2025-12-04
desktop,840,Sketch Templates,Retail & Consumer Products,Home Furnishings,395,308,314,314,2025-12-04
desktop,840,Personalized Illustrations,Retail & Consumer Products,Home Furnishings,406,278,308,308,2025-12-04
desktop,840,Custom Photo Layouts,Retail & Consumer Products,Home Furnishings,415,282,294,294,2025-12-04
desktop,840,Custom Edible Images,Retail & Consumer Products,Home Furnishings,376,269,292,292,2025-12-04
desktop,840,Presentation Generation,Retail & Consumer Products,Home Furnishings,332,283,291,291,2025-12-04
desktop,840,Social Media Graphic Templates,Retail & Consumer Products,Home Furnishings,388,277,289,289,2025-12-04
desktop,840,Personalized Holiday Gifts,Retail & Consumer Products,Home Furnishings,403,273,287,287,2025-12-04
desktop,840,Creative Presentation Templates,Retail & Consumer Products,Home Furnishings,366,282,287,287,2025-12-04
desktop,840,Social Media Graphic Design Tool,Retail & Consumer Products,Home Furnishings,375,276,286,286,2025-12-04
desktop,840,Image Editing AI,Retail & Consumer Products,Home Furnishings,368,261,282,282,2025-12-04
desktop,840,Digital Planners & Templates,Retail & Consumer Products,Home Furnishings,347,272,277,277,2025-12-04
desktop,840,Placeholder Image Generator,Retail & Consumer Products,Home Furnishings,345,255,277,277,2025-12-04
desktop,840,all,Technology,AgriTech and FoodTech,18802,8091,10455,10455,2025-12-04
desktop,840,Go-to-Market (GTM) Intelligence Platform,Technology,AgriTech and FoodTech,1610,901,1074,1074,2025-12-04
desktop,840,Go-to-Market Analytics,Technology,AgriTech and FoodTech,1065,613,727,727,2025-12-04
desktop,840,Product-Led Growth Consulting,Technology,AgriTech and FoodTech,1078,632,721,721,2025-12-04
desktop,840,Data-Driven Growth Consulting,Technology,AgriTech and FoodTech,986,553,636,636,2025-12-04
desktop,840,Klaviyo Consulting,Technology,AgriTech and FoodTech,773,509,571,571,2025-12-04
desktop,840,Agentic AI Consulting,Technology,AgriTech and FoodTech,822,463,541,541,2025-12-04
desktop,840,Marketing Analytics & Dashboards,Technology,AgriTech and FoodTech,709,440,503,503,2025-12-04
desktop,840,AI for Sales & Marketing Consulting,Technology,AgriTech and FoodTech,692,419,480,480,2025-12-04
desktop,840,Data-Driven Marketing Consulting,Technology,AgriTech and FoodTech,671,409,472,472,2025-12-04
desktop,840,Influencer Marketing Tools,Technology,AgriTech and FoodTech,652,418,468,468,2025-12-04
desktop,840,AI Marketing Assistant,Technology,AgriTech and FoodTech,606,407,464,464,2025-12-04
desktop,840,Influencer Marketing Platform,Technology,AgriTech and FoodTech,621,421,459,459,2025-12-04
desktop,840,Data-Driven Sales Consulting,Technology,AgriTech and FoodTech,622,403,455,455,2025-12-04
desktop,840,Customer 360 Analytics,Technology,AgriTech and FoodTech,627,393,454,454,2025-12-04
desktop,840,Campaign Analytics & Optimization,Technology,AgriTech and FoodTech,662,402,454,454,2025-12-04
desktop,840,Data Analytics & AI Consulting,Technology,AgriTech and FoodTech,692,385,447,447,2025-12-04
desktop,840,AI Strategy & Roadmapping,Technology,AgriTech and FoodTech,653,394,445,445,2025-12-04
desktop,840,SaaS Business Insights,Technology,AgriTech and FoodTech,639,399,444,444,2025-12-04
desktop,840,Generative AI Consulting,Technology,AgriTech and FoodTech,668,384,433,433,2025-12-04
desktop,840,AI-powered Sales & Marketing Automation,Technology,AgriTech and FoodTech,613,366,422,422,2025-12-04
desktop,840,AI-Powered Marketing Agency,Technology,AgriTech and FoodTech,607,374,420,420,2025-12-04
desktop,840,SaaS Product Launch Consulting,Technology,AgriTech and FoodTech,549,378,414,414,2025-12-04
desktop,840,Data Tracking & Analytics Consulting,Technology,AgriTech and FoodTech,567,358,410,410,2025-12-04
desktop,840,AI-powered Growth Platform,Technology,AgriTech and FoodTech,615,352,409,409,2025-12-04
desktop,840,Lean Startup Methodology Consulting,Technology,AgriTech and FoodTech,602,352,407,407,2025-12-04
desktop,840,AI Prompts for Marketing,Technology,AgriTech and FoodTech,529,367,406,406,2025-12-04
desktop,840,Business Coaching for Creatives,Technology,AgriTech and FoodTech,609,373,405,405,2025-12-04
desktop,840,Go-to-Market (GTM) Strategy Tools,Technology,AgriTech and FoodTech,557,349,394,394,2025-12-04
desktop,840,Business Scaling Coaching,Technology,AgriTech and FoodTech,568,352,393,393,2025-12-04
desktop,840,all,Technology,Mobility and Logistics,24870,10557,13525,13525,2025-12-03
desktop,840,Go-to-Market (GTM) Intelligence Platform,Technology,Mobility and Logistics,1092,659,746,746,2025-12-03
desktop,840,Klaviyo Consulting,Technology,Mobility and Logistics,887,544,640,640,2025-12-03
desktop,840,Multi-channel Outreach Automation,Technology,Mobility and Logistics,839,504,581,581,2025-12-03
desktop,840,Product-Led Growth Consulting,Technology,Mobility and Logistics,883,505,569,569,2025-12-03
desktop,840,Logistics & Shipping Guides,Technology,Mobility and Logistics,817,450,509,509,2025-12-03
desktop,840,Delivery Excellence Consulting,Technology,Mobility and Logistics,766,454,508,508,2025-12-03
desktop,840,Account-Based Marketing (ABM) Consulting,Technology,Mobility and Logistics,758,436,500,500,2025-12-03
desktop,840,Omni-Channel Lead Generation,Technology,Mobility and Logistics,712,417,487,487,2025-12-03
desktop,840,Shipping & Delivery Management,Technology,Mobility and Logistics,782,418,476,476,2025-12-03
desktop,840,Express Parcel Delivery,Technology,Mobility and Logistics,680,404,447,447,2025-12-03
desktop,840,Go-to-Market Analytics,Technology,Mobility and Logistics,572,394,437,437,2025-12-03
desktop,840,Shipping Carrier Integration,Technology,Mobility and Logistics,704,375,430,430,2025-12-03
desktop,840,Package Delivery Management,Technology,Mobility and Logistics,669,375,423,423,2025-12-03
desktop,840,Lead Nurturing Consulting,Technology,Mobility and Logistics,595,371,414,414,2025-12-03
desktop,840,CRM & Pipeline Management,Technology,Mobility and Logistics,569,346,408,408,2025-12-03
desktop,840,Shipping Agent Services,Technology,Mobility and Logistics,593,361,395,395,2025-12-03
desktop,840,Data-Driven Growth Consulting,Technology,Mobility and Logistics,552,362,390,390,2025-12-03
desktop,840,Shipping & Tracking Solutions,Technology,Mobility and Logistics,627,335,389,389,2025-12-03
desktop,840,Account Based Marketing Consulting,Technology,Mobility and Logistics,562,344,382,382,2025-12-03
desktop,840,Lead Nurturing Automation,Technology,Mobility and Logistics,553,329,382,382,2025-12-03
desktop,840,Shipping & Logistics Information,Technology,Mobility and Logistics,570,338,379,379,2025-12-03
desktop,840,Personalized Outreach Automation,Technology,Mobility and Logistics,534,336,378,378,2025-12-03
desktop,840,Customer 360 Analytics,Technology,Mobility and Logistics,479,328,375,375,2025-12-03
desktop,840,Account-Based Marketing (ABM) Services,Technology,Mobility and Logistics,533,327,373,373,2025-12-03
desktop,840,Delivery Management,Technology,Mobility and Logistics,588,329,370,370,2025-12-03
desktop,840,E-commerce Shipping Guides,Technology,Mobility and Logistics,580,328,370,370,2025-12-03
desktop,840,Omnichannel Campaign Management,Technology,Mobility and Logistics,567,327,369,369,2025-12-03
desktop,840,Through Channel Marketing Automation (TCMA) Software,Technology,Mobility and Logistics,503,332,366,366,2025-12-03
